,created_at,positive,neutral,negative,count
11,2021-10-26 22,0.244,0.756,0.0,1
12,2021-10-26 23,0.064,0.936,0.0,1
0,2021-10-27 00,0.028,0.9155,0.056,2
1,2021-10-27 01,0.122,0.878,0.0,2
2,2021-10-27 08,0.244,0.756,0.0,1
3,2021-10-27 11,0.027,0.8585,0.115,2
4,2021-10-27 14,0.098,0.8005,0.10149999999999999,4
5,2021-10-27 16,0.047999999999999994,0.9346666666666668,0.017333333333333333,3
6,2021-10-27 18,0.165,0.835,0.0,1
7,2021-10-27 19,0.0,0.916,0.084,1
8,2021-10-27 21,0.0,1.0,0.0,1
0,2021-10-28 05,0.0,1.0,0.0,1
1,2021-10-28 09,0.5,0.5,0.0,2
2,2021-10-28 10,0.398,0.4412,0.1608,5
3,2021-10-28 11,0.337,0.241,0.422,1
4,2021-10-28 13,0.0968,0.843,0.06020000000000001,5
5,2021-10-28 14,0.0,1.0,0.0,2
6,2021-10-28 15,0.0,0.8015,0.1985,2
7,2021-10-28 17,0.185,0.815,0.0,1
8,2021-10-28 18,0.0,1.0,0.0,1
9,2021-10-28 19,0.09325,0.9067500000000001,0.0,12
10,2021-10-28 20,0.07325,0.896,0.031,8
11,2021-10-28 21,0.107,0.893,0.0,8
12,2021-10-28 22,0.0255,0.92,0.0545,4
13,2021-10-28 23,0.102,0.898,0.0,2
0,2021-10-29 00,0.102,0.898,0.0,1
1,2021-10-29 01,0.102,0.898,0.0,3
2,2021-10-29 03,0.102,0.898,0.0,2
3,2021-10-29 04,0.102,0.898,0.0,2
4,2021-10-29 05,0.051,0.9490000000000001,0.0,2
5,2021-10-29 12,0.102,0.898,0.0,1
6,2021-10-29 13,0.18737499999999999,0.78575,0.02675,8
7,2021-10-29 14,0.25725000000000003,0.74275,0.0,12
8,2021-10-29 15,0.17149586776859504,0.826892561983471,0.0016115702479338842,121
9,2021-10-29 16,0.11989655172413795,0.8801034482758621,0.0,29
10,2021-10-29 17,0.1451,0.8549,0.0,10
11,2021-10-29 18,0.174375,0.8256249999999999,0.0,8
12,2021-10-29 20,0.1072,0.8676999999999999,0.0251,10
13,2021-10-29 21,0.135,0.865,0.0,5
14,2021-10-29 22,0.1935,0.8065,0.0,4
15,2021-10-29 23,0.07866666666666666,0.9009999999999999,0.020166666666666666,6
0,2021-11-01 00,0.258,0.742,0.0,1
1,2021-11-01 02,0.106,0.894,0.0,2
2,2021-11-01 04,0.0,1.0,0.0,2
3,2021-11-01 05,0.144,0.856,0.0,2
4,2021-11-01 09,0.059,0.892,0.049,1
5,2021-11-01 11,0.15525,0.80925,0.0355,4
6,2021-11-01 12,0.0,0.924,0.076,3
7,2021-11-01 13,0.258,0.742,0.0,1
8,2021-11-01 15,0.0,1.0,0.0,2
9,2021-11-01 17,0.205,0.795,0.0,1
10,2021-11-01 18,0.0,1.0,0.0,1
11,2021-11-01 19,0.06002564102564102,0.9245641025641026,0.015384615384615384,39
12,2021-11-01 20,0.05216363636363637,0.9407818181818183,0.007054545454545455,55
13,2021-11-01 21,0.05887640449438202,0.9293820224719102,0.011741573033707865,89
14,2021-11-01 22,0.036767441860465114,0.9556046511627907,0.0076511627906976735,43
15,2021-11-01 23,0.0801304347826087,0.9052173913043479,0.014652173913043479,46
0,2021-11-02 00,0.10201694915254238,0.894186440677966,0.0037966101694915256,59
1,2021-11-02 01,0.0885,0.9065,0.005,42
2,2021-11-02 02,0.11144,0.8817999999999999,0.00672,25
3,2021-11-02 03,0.06241176470588235,0.9281176470588235,0.009470588235294118,17
4,2021-11-02 04,0.13294444444444442,0.8570555555555556,0.01,18
5,2021-11-02 05,0.116625,0.8708750000000001,0.0125,8
6,2021-11-02 06,0.11214285714285713,0.8878571428571428,0.0,7
7,2021-11-02 07,0.08514285714285715,0.8151428571428572,0.09971428571428573,7
8,2021-11-02 08,0.16799999999999998,0.832,0.0,2
9,2021-11-02 09,0.135,0.80175,0.06325,4
10,2021-11-02 10,0.11440000000000002,0.8855999999999999,0.0,10
11,2021-11-02 11,0.036333333333333336,0.9587037037037037,0.004962962962962963,27
12,2021-11-02 12,0.10174074074074074,0.875074074074074,0.023185185185185184,27
13,2021-11-02 13,0.08384,0.89644,0.01976,25
14,2021-11-02 14,0.053875,0.9260625,0.0200625,16
15,2021-11-02 15,0.064,0.9110952380952381,0.02485714285714286,21
16,2021-11-02 16,0.04918181818181819,0.9343636363636364,0.016454545454545454,11
17,2021-11-02 17,0.031875,0.968125,0.0,16
18,2021-11-02 18,0.02496875,0.9295,0.045531249999999995,32
19,2021-11-02 19,0.04135483870967742,0.9314516129032258,0.027161290322580644,31
20,2021-11-02 20,0.03726666666666666,0.9204,0.0422,15
21,2021-11-02 21,0.02614285714285714,0.9738571428571429,0.0,14
22,2021-11-02 22,0.03175,0.9505,0.01775,12
23,2021-11-02 23,0.05293333333333334,0.9352,0.011866666666666666,15
0,2021-11-03 00,0.10657142857142857,0.8641428571428572,0.02885714285714286,7
1,2021-11-03 01,0.009333333333333334,0.9906666666666667,0.0,6
2,2021-11-03 02,0.04321428571428571,0.9422857142857143,0.0145,14
3,2021-11-03 03,0.11744444444444443,0.8667777777777778,0.015777777777777776,9
